config_id,train_horizon,evaluation_horizon,policy,evaluation_scope,cohort,period,rows,dates,signals,hits,base_hit,hit_rate,lift,forward_delta_bps,forward_signal_bps,regret_bps,brier,raw_brier,auc,log_loss,week_cells,weeks_with_1_2,week_coverage,mean_cell_week_coverage,signals_per_corridor_week,silent_weeks,max_week_signals,max_silent_week_run,min_year_corridor_coverage
v3,3,3,rank90_shared,KZT,native_matured,2024-2026,647,647,174,77,0.32921174652241114,0.4425287356321839,1.3540518056312099,35.52279196605978,33.808800583232966,67.54996265180618,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,125,0.9259259259259259,0.9275103980986334,1.288888888888889,10,2,1,0.8431372549019608
v3,3,3,strict05,all5,native_matured,2024-2026,3235,647,434,249,0.3517774343122102,0.5737327188940092,1.5787242548079286,60.16847307065821,63.71900805935754,38.14964653932632,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,404,0.5985185185185186,0.5979797979797981,0.642962962962963,271,2,6,0.39215686274509803
v3,3,3,strict05,KZT,native_matured,2024-2026,647,647,81,41,0.32921174652241114,0.5061728395061729,1.5025135369636835,47.16805975107032,47.92971773780547,64.01972633851987,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,76,0.562962962962963,0.5573380867498514,0.6,59,2,5,0.39215686274509803
v3,5,5,cadence80,all5,native_matured,2024-2026,3205,641,715,314,0.29329173166926675,0.43916083916083914,1.4944072741547008,51.93813652636867,53.67610762525217,80.8702224251354,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,547,0.8103703703703704,0.8198455139631607,1.0592592592592593,128,2,4,0.6862745098039216
v3,5,5,cadence80,KZT,native_matured,2024-2026,641,641,154,59,0.26521060842433697,0.38311688311688313,1.4428421893304753,42.961953514320584,41.02512808085079,102.18520921393667,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,118,0.8740740740740741,0.8781937017231135,1.1407407407407408,17,2,2,0.803921568627451
v3,5,5,cadence85,all5,native_matured,2024-2026,3205,641,753,330,0.29329173166926675,0.43824701195219123,1.4859768615815085,49.170192496366816,50.9952949958914,82.35913788330475,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,571,0.845925925925926,0.854070112893642,1.1155555555555556,104,2,4,0.7647058823529411
v3,5,5,cadence85,KZT,native_matured,2024-2026,641,641,155,58,0.26521060842433697,0.3741935483870968,1.4058255344116224,40.32238344021316,38.63782511464782,103.0283545118961,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,118,0.8740740740740741,0.8781937017231135,1.1481481481481481,17,2,2,0.803921568627451
v3,5,5,cadence90,all5,native_matured,2024-2026,3205,641,788,332,0.29329173166926675,0.4213197969543147,1.433990675848756,44.673380209152825,45.842530723189164,88.54160273296614,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,587,0.8696296296296296,0.8742721330956623,1.1674074074074074,88,2,4,0.7647058823529411
v3,5,5,cadence90,KZT,native_matured,2024-2026,641,641,158,57,0.26521060842433697,0.36075949367088606,1.3458298319820854,39.9035214686754,38.95660493964078,103.86631359035401,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,118,0.8740740740740741,0.8781937017231135,1.1703703703703703,17,2,2,0.803921568627451
v3,5,5,rank80,all5,native_matured,2024-2026,3205,641,811,344,0.29329173166926675,0.4241676942046856,1.4524344729061656,42.724236124274036,43.19514571893076,90.6324932908602,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,597,0.8844444444444445,0.8859180035650623,1.2014814814814814,78,2,4,0.7254901960784313
v3,5,5,rank80,KZT,native_matured,2024-2026,641,641,161,59,0.26521060842433697,0.36645962732919257,1.408897184607842,37.28676734455914,33.22529743372801,109.00667794425887,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,119,0.8814814814814815,0.88116458704694,1.1925925925925926,16,2,2,0.7843137254901961
v3,5,5,rank90,all5,native_matured,2024-2026,3205,641,861,356,0.29329173166926675,0.413472706155633,1.4216015394912298,38.72000247529794,38.80024956950988,93.05076917947846,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,616,0.9125925925925926,0.9114676173499701,1.2755555555555556,59,2,2,0.8235294117647058
v3,5,5,rank90,KZT,native_matured,2024-2026,641,641,171,59,0.26521060842433697,0.34502923976608185,1.31276806460336,31.39132772887345,28.395784068616283,111.82938915499562,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,122,0.9037037037037037,0.9043374925727866,1.2666666666666666,13,2,2,0.8235294117647058
v3,5,5,rank90_shared,all5,native_matured,2024-2026,3205,641,849,349,0.29329173166926675,0.4110718492343934,1.418865464307192,38.846103667969004,38.65645943264639,93.65104691488735,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,605,0.8962962962962963,0.8970885323826499,1.2577777777777779,70,2,2,0.8235294117647058
v3,5,5,rank90_shared,KZT,native_matured,2024-2026,641,641,171,59,0.26521060842433697,0.34502923976608185,1.31276806460336,31.39132772887345,28.395784068616283,111.82938915499562,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,122,0.9037037037037037,0.9043374925727866,1.2666666666666666,13,2,2,0.8235294117647058
v3,5,5,strict05,all5,native_matured,2024-2026,3205,641,290,164,0.29329173166926675,0.5655172413793104,1.8179440715331072,89.04291136988144,95.24216806890988,44.17471093135369,0.18478943651023397,0.1851308656314922,0.7133326288102956,0.5500213803605045,675,279,0.41333333333333333,0.3996434937611407,0.42962962962962964,396,2,23,0.12121212121212122
v3,5,5,strict05,KZT,native_matured,2024-2026,641,641,51,25,0.26521060842433697,0.49019607843137253,1.879453566523729,89.11234315903268,85.33200604895548,49.60369363050179,0.1892593249200669,0.18275190895848695,0.6561321343824154,0.5643907836496052,135,49,0.362962962962963,0.33452168746286387,0.37777777777777777,86,2,23,0.12121212121212122
