track,scope,config_id,rows,dates,brier,signals,lift,forward_delta_bps,branch,source_contract,source_table,hit_rate,symmetric_delta_bps,regret_bps,logloss,auc,ece10,mean_signals_per_corridor_week,min_cell_week_coverage,mean_cell_week_coverage,cutoff,first_date,last_date,delay,raw_brier,candidate_quality,candidate_lift,candidate_lift_unstandardized,forward_bps_absolute,forward_bps_per_candidate,regret_bps_per_candidate,log_loss,candidate_frequency_per_week,weeks_1_to_2_share,threshold
test2026_common_january_freeze,KZT,oxr_full_120m_delay48h,122,122.0,0.2420540802600879,27.0,1.1296296296296295,25.807007119384387,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_full_120m_since2020,122,122.0,0.2443910479332549,27.0,1.1296296296296295,26.431126558282106,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_full_120m_since2022,122,122.0,0.242107254668862,27.0,1.1296296296296295,22.58109050056737,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_full_24m_delay24h,122,122.0,0.2555156697933563,27.0,1.1296296296296295,14.557194847583611,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_full_24m_delay48h,122,122.0,0.2479644513881391,29.0,1.1393678160919538,19.465011894415102,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_returns_120m_delay24h,122,122.0,0.2447658039603352,27.0,1.1296296296296295,25.807007119384387,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_returns_120m_delay48h,122,122.0,0.2418538667403443,27.0,1.1296296296296295,26.431126558282106,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_returns_24m_delay24h,122,122.0,0.2540098841047259,26.0,1.0753205128205128,27.957675126001632,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_returns_24m_delay48h,122,122.0,0.2474204692625676,26.0,1.173076923076923,18.026555701265487,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,v3_120m,122,122.0,0.2422311095941602,27.0,1.2237654320987652,28.66294182020751,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,v3_24m,122,122.0,0.2455224362490561,26.0,0.9775641025641024,28.73151077921042,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_march_freeze,all,oxr_basis_120m_delay24h,610,122.0,0.2331787096047146,141.0,1.1163641909409792,16.48971505298991,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_march_freeze,all,oxr_basis_120m_delay48h,610,122.0,0.2320979572364257,141.0,1.172182400488028,18.79740670519528,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
