train_horizon,year,scope,policy,rows,dates,corridors,contacts,hit_rate,raw_base_hit,lift_standardized,forward_delta_bps,mean_all_observed_week_coverage,mean_legacy_full_week_coverage,brier
5,2026,AMD,candidate_signal,156,156,1,35,0.45714285714285713,0.3333333333333333,1.3714285714285712,29.850553524724514,0.9090909090909091,0.9354838709677419,0.20265147163147681
5,2026,AMD,strict05_candidate_signal,156,156,1,11,0.6363636363636364,0.3333333333333333,1.909090909090909,83.78628770885634,0.30303030303030304,0.3225806451612903,0.20265147163147681
5,2026,AMD,signal,156,156,1,6,0.6666666666666666,0.3333333333333333,2.0000000000000004,44.746559399303784,0.18181818181818182,0.1935483870967742,0.20265147163147681
5,2026,AMD,strict05_signal,156,156,1,2,1.0,0.3333333333333333,3.0,206.5765514189739,0.06060606060606061,0.06451612903225806,0.20265147163147681
5,2026,KGS,candidate_signal,156,156,1,35,0.4,0.3076923076923077,1.2999999999999996,29.859341000913687,0.9090909090909091,0.9354838709677419,0.19027144291309264
5,2026,KGS,strict05_candidate_signal,156,156,1,12,0.5833333333333334,0.3076923076923077,1.8958333333333337,83.59657802861425,0.3333333333333333,0.3548387096774194,0.19027144291309264
5,2026,KGS,signal,156,156,1,3,0.0,0.3076923076923077,0.0,-47.09729239049693,0.09090909090909091,0.0967741935483871,0.19027144291309264
5,2026,KGS,strict05_signal,156,156,1,1,1.0,0.3076923076923077,3.25,58.611369089347946,0.030303030303030304,0.03225806451612903,0.19027144291309264
5,2026,KZT,candidate_signal,156,156,1,34,0.4411764705882353,0.36538461538461536,1.2074303405572757,31.604298956545374,0.9393939393939394,0.967741935483871,0.23498034791182826
5,2026,KZT,strict05_candidate_signal,156,156,1,5,0.6,0.36538461538461536,1.6421052631578947,133.58827752820523,0.12121212121212122,0.12903225806451613,0.23498034791182826
5,2026,KZT,signal,156,156,1,14,0.2857142857142857,0.36538461538461536,0.7819548872180453,-42.40149744007563,0.3939393939393939,0.41935483870967744,0.23498034791182826
5,2026,KZT,strict05_signal,156,156,1,2,0.5,0.36538461538461536,1.368421052631579,97.38318087344521,0.06060606060606061,0.06451612903225806,0.23498034791182826
5,2026,TJS,candidate_signal,156,156,1,36,0.3888888888888889,0.32051282051282054,1.213333333333333,15.416858580626483,0.9393939393939394,0.967741935483871,0.19750641840612207
5,2026,TJS,strict05_candidate_signal,156,156,1,13,0.6153846153846154,0.32051282051282054,1.9199999999999995,87.41004861571749,0.36363636363636365,0.3870967741935484,0.19750641840612207
5,2026,TJS,signal,156,156,1,5,0.2,0.32051282051282054,0.624,-21.47091716824531,0.15151515151515152,0.16129032258064516,0.19750641840612207
5,2026,TJS,strict05_signal,156,156,1,5,0.4,0.32051282051282054,1.248,22.50194628730943,0.15151515151515152,0.16129032258064516,0.19750641840612207
5,2026,UZS,candidate_signal,156,156,1,33,0.6060606060606061,0.38461538461538464,1.5757575757575757,42.678712169760914,0.9090909090909091,0.9354838709677419,0.2166204424740699
5,2026,UZS,strict05_candidate_signal,156,156,1,13,0.6923076923076923,0.38461538461538464,1.7999999999999996,97.52599544614256,0.36363636363636365,0.3870967741935484,0.2166204424740699
5,2026,UZS,signal,156,156,1,5,0.8,0.38461538461538464,2.08,87.39056691226327,0.15151515151515152,0.12903225806451613,0.2166204424740699
5,2026,UZS,strict05_signal,156,156,1,4,0.5,0.38461538461538464,1.2999999999999998,78.35631339806375,0.12121212121212122,0.12903225806451613,0.2166204424740699
