track,trim_first_dates_per_outer_fold,inferential_status,baseline_reestimated_each_draw,candidate_policy,baseline_policy,bootstrap_repetitions,candidate_support_status,baseline_support_status,lift_delta,lift_delta_ci95_low,lift_delta_ci95_high,lift_paired_valid_draws,hit_rate_delta,hit_rate_delta_ci95_low,hit_rate_delta_ci95_high,hit_rate_paired_valid_draws,forward_delta_bps_delta,forward_delta_bps_delta_ci95_low,forward_delta_bps_delta_ci95_high,forward_delta_bps_paired_valid_draws,symmetric_delta_bps_delta,symmetric_delta_bps_delta_ci95_low,symmetric_delta_bps_delta_ci95_high,symmetric_delta_bps_paired_valid_draws,regret_bps_delta,regret_bps_delta_ci95_low,regret_bps_delta_ci95_high,regret_bps_paired_valid_draws,signals_delta,signals_delta_ci95_low,signals_delta_ci95_high,signals_paired_valid_draws
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.50,baseline_reproduction::legacy,10000,descriptive retrospective interval,descriptive retrospective interval,0.04435581023191415,-0.2818580561334705,0.2842826611734958,10000,0.012044653349001178,-0.08605627194151107,0.10466542007225145,10000,-13.183551663411297,-46.79087148152172,39.57433301950768,10000,22.303125424457228,3.5230395215876875,42.16102378839805,10000,10.71971508513613,-24.22550653782203,44.279739501692376,10000,-79.0,-107.0,-50.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.65,baseline_reproduction::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.24224811387390055,-0.6720154854991301,1.0719417936268767,10000,0.07923832923832919,-0.20825271139264803,0.4017072205460572,10000,25.671147136432033,-58.12791946374389,129.88180131246517,10000,45.45636254932712,13.006054253647068,81.39892170507639,10000,-9.541421027851229,-53.931915776689266,30.820870034620793,10000,-115.0,-140.0,-91.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.50,basis_train_120m::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.4010209027814937,-0.33077185792349706,1.2582368600355667,10000,0.14901960784313723,-0.09424670899804868,0.3995726495726496,10000,58.5251955718128,26.76736484862187,117.28716618431949,10000,-14.25704117548651,-40.83411548726751,22.554894329309338,10000,-46.23837303310956,-87.35198962092043,-13.422714617566875,10000,-103.0,-135.0,-67.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.65,basis_train_120m::legacy,10000,sparse; no strong inference,descriptive retrospective interval,-0.03776869988424836,-0.369946809571883,0.3902949064335066,6558,-0.022408963585434205,-0.17953667953667957,0.10912698412698413,6558,5.717523691608427,-44.324892378172436,43.25694212074564,6558,-87.83510459438811,-98.50478582236246,-80.27038382520517,6558,7.452079899204662,-29.897391868602767,43.884463970628225,6558,-146.0,-170.0,-117.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.50,annual_recent_calibration_3m::legacy,10000,descriptive retrospective interval,descriptive retrospective interval,0.02256944241834935,-0.15732020941496394,0.2509333219699794,10000,0.004576659038901643,-0.06120487075411235,0.08109450502926463,10000,4.530666228193542,-17.647548457339937,45.369456293423355,10000,28.078559839566058,17.983181948462676,40.82462178243052,10000,-8.797873930421261,-38.801968333383996,19.501039716027535,10000,-83.0,-104.0,-61.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.65,annual_recent_calibration_3m::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.22046174606033575,-0.5763109296477141,0.9420375974272726,10000,0.07177033492822965,-0.18067226890756305,0.34009942004970994,10000,43.38536502803687,-24.33699991285003,133.19665768268257,10000,51.231796964435944,23.316383769418177,79.00857065526051,10000,-29.05901004340862,-56.53673047706958,-3.4262319087005153,10000,-119.0,-139.0,-95.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.50,baseline_reproduction::threshold_0.50,10000,sparse; no strong inference,sparse; no strong inference,-0.20969069922791328,-0.8298975184353279,0.5953074875435127,10000,-0.06666666666666665,-0.25943396226415094,0.20516891891891836,10000,-6.273376345506193,-72.29253562656297,90.42569060014381,10000,-2.9439519881218734,-27.298091182695597,32.37586921854396,10000,-29.6400229774791,-95.94528073079316,24.545501856738866,10000,8.0,-14.0,27.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.65,baseline_reproduction::threshold_0.65,10000,sparse; no strong inference,sparse; no strong inference,-1.1894839738642793,-1.4749482401656315,-0.9088989441930618,5797,-0.5714285714285714,-0.5714285714285714,-0.5714285714285714,5797,-168.2233362166897,-313.3905213100754,-20.110344273169943,5797,-140.5299500971194,-182.4664130245472,-98.8259432676053,5797,95.24392747760497,95.24392747760497,95.24392747760497,5797,5.0,-4.0,20.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.50,baseline_reproduction::threshold_0.50,10000,descriptive retrospective interval,sparse; no strong inference,-0.5261249194167483,-0.9113988988439177,-0.11663164214950461,10000,-0.18840579710144922,-0.30000000000000004,-0.038095238095238126,10000,-68.75079023115332,-108.83955853732115,-9.72194634119981,10000,35.90676045832747,6.105760777871616,75.36921408844555,10000,20.526580991457195,-47.669681789206436,60.80908207143054,10000,27.0,-4.0,57.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.65,baseline_reproduction::threshold_0.65,10000,sparse; no strong inference,sparse; no strong inference,-0.8692362877453859,-2.0707735247208934,0.09306270617340379,9047,-0.4545454545454546,-0.7222222222222222,-0.09999999999999998,9047,-139.0383794222891,-331.7849393262937,21.600241575221254,9047,-4.947937106898564,-58.40363081202017,40.03383753355841,9047,71.45894240123968,6.139976357350529,126.93055799338467,9047,31.0,18.0,42.0,10000
