date,moex_is_fresh,cbr_rate,cbr_age_days,cbr_is_fresh,nbk_rate,nbk_age_days,nbk_is_fresh,weekday,week_of_month,month,is_month_end,is_ru_weekend,is_kz_weekend,is_ru_holiday,is_kz_holiday,days_since_ru_holiday,days_to_ru_holiday,days_since_kz_holiday,days_to_kz_holiday
2024-08-16,1,0.185057,0,1,0.18518518518518517,0,1,4,3,8,0,0,0,0,0,30,30,30,14
2024-08-17,0,0.185775,0,1,0.1858736059479554,0,1,5,3,8,0,1,1,0,0,30,30,30,13
2024-08-18,0,0.185775,1,0,0.1858736059479554,0,1,6,3,8,0,1,1,0,0,30,30,30,12
2024-08-19,1,0.185775,2,0,0.1858736059479554,0,1,0,3,8,0,0,0,0,0,30,30,30,11
2024-08-20,1,0.186972,0,1,0.1869158878504673,0,1,1,3,8,0,0,0,0,0,30,30,30,10
2024-08-21,1,0.18944400000000003,0,1,0.19193857965451055,0,1,2,3,8,0,0,0,0,0,30,30,30,9
2024-08-22,1,0.192291,0,1,0.19305019305019305,0,1,3,4,8,0,0,0,0,0,30,30,30,8
2024-08-23,1,0.19190300000000002,0,1,0.19011406844106465,0,1,4,4,8,0,0,0,0,0,30,30,30,7
2024-08-24,0,0.191202,0,1,0.1893939393939394,0,1,5,4,8,0,1,1,0,0,30,30,30,6
2024-08-25,0,0.191202,1,0,0.1893939393939394,0,1,6,4,8,0,1,1,0,0,30,30,30,5
2024-08-26,1,0.191202,2,0,0.1893939393939394,0,1,0,4,8,0,0,0,0,0,30,30,30,4
2024-08-27,1,0.190096,0,1,0.18975332068311196,0,1,1,4,8,0,0,0,0,0,30,30,30,3
2024-08-28,1,0.189146,0,1,0.19011406844106465,0,1,2,4,8,0,0,0,0,0,30,30,30,2
2024-08-29,1,0.190276,0,1,0.18975332068311196,0,1,3,5,8,1,0,0,0,0,30,30,30,1
2024-08-30,1,0.190048,0,1,0.1893939393939394,0,1,4,5,8,1,0,0,0,1,30,30,0,0
2024-08-31,0,0.18933,0,1,0.1893939393939394,0,1,5,5,8,1,1,1,0,0,30,30,1,30
2024-09-01,0,0.18933,1,0,0.1893939393939394,0,1,6,1,9,0,1,1,0,0,30,30,2,30
2024-09-02,1,0.18933,2,0,0.1893939393939394,0,1,0,1,9,0,0,0,0,0,30,30,3,30
2024-09-03,1,0.186868,0,1,0.18484288354898337,0,1,1,1,9,0,0,0,0,0,30,30,4,30
2024-09-04,1,0.18364,0,1,0.1838235294117647,0,1,2,1,9,0,0,0,0,0,30,30,5,30
2024-09-05,1,0.18421700000000002,0,1,0.18484288354898337,0,1,3,1,9,0,0,0,0,0,30,30,6,30
2024-09-06,1,0.185504,0,1,0.1869158878504673,0,1,4,1,9,0,0,0,0,0,30,30,7,30
2024-09-07,0,0.185991,0,1,0.18656716417910446,0,1,5,1,9,0,1,1,0,0,30,30,8,30
2024-09-08,0,0.185991,1,0,0.18656716417910446,0,1,6,2,9,0,1,1,0,0,30,30,9,30
2024-09-09,1,0.185991,2,0,0.18656716417910446,0,1,0,2,9,0,0,0,0,0,30,30,10,30
2024-09-10,1,0.188087,0,1,0.1890359168241966,0,1,1,2,9,0,0,0,0,0,30,30,11,30
2024-09-11,1,0.190258,0,1,0.19083969465648853,0,1,2,2,9,0,0,0,0,0,30,30,12,30
2024-09-12,1,0.19115200000000002,0,1,0.19047619047619047,0,1,3,2,9,0,0,0,0,0,30,30,13,30
2024-09-13,1,0.190758,0,1,0.19083969465648853,0,1,4,2,9,0,0,0,0,0,30,30,14,30
2024-09-14,0,0.19058599999999998,0,1,0.18975332068311196,0,1,5,2,9,0,1,1,0,0,30,30,15,30
2024-09-15,0,0.19058599999999998,1,0,0.18975332068311196,0,1,6,3,9,0,1,1,0,0,30,30,16,30
2024-09-16,1,0.19058599999999998,2,0,0.18975332068311196,0,1,0,3,9,0,0,0,0,0,30,30,17,30
2024-09-17,1,0.190125,0,1,0.1893939393939394,0,1,1,3,9,0,0,0,0,0,30,30,18,30
2024-09-18,1,0.190236,0,1,0.18975332068311196,0,1,2,3,9,0,0,0,0,0,30,30,19,30
2024-09-19,1,0.190731,0,1,0.19157088122605365,0,1,3,3,9,0,0,0,0,0,30,30,20,30
2024-09-20,1,0.193536,0,1,0.19379844961240308,0,1,4,3,9,0,0,0,0,0,30,30,21,30
2024-09-21,0,0.19331600000000002,0,1,0.19342359767891684,0,1,5,3,9,0,1,1,0,0,30,30,22,30
2024-09-22,0,0.19331600000000002,1,0,0.19342359767891684,0,1,6,4,9,0,1,1,0,0,30,30,23,30
2024-09-23,1,0.19331600000000002,2,0,0.19342359767891684,0,1,0,4,9,0,0,0,0,0,30,30,24,30
2024-09-24,1,0.193967,0,1,0.19305019305019305,0,1,1,4,9,0,0,0,0,0,30,30,25,30
2024-09-25,1,0.193262,0,1,0.19379844961240308,0,1,2,4,9,0,0,0,0,0,30,30,26,30
2024-09-26,1,0.192591,0,1,0.19305019305019305,0,1,3,4,9,0,0,0,0,0,30,30,27,29
2024-09-27,1,0.193256,0,1,0.19342359767891684,0,1,4,4,9,0,0,0,0,0,30,30,28,28
2024-09-28,0,0.193741,0,1,0.19379844961240308,0,1,5,4,9,1,1,1,0,0,30,30,29,27
2024-09-29,0,0.193741,1,0,0.19379844961240308,0,1,6,5,9,1,1,1,0,0,30,30,30,26
2024-09-30,1,0.193741,2,0,0.19379844961240308,0,1,0,5,9,1,0,0,0,0,30,30,30,25
2024-10-01,1,0.194525,0,1,0.19305019305019305,0,1,1,1,10,0,0,0,0,0,30,30,30,24
2024-10-02,1,0.194015,0,1,0.19455252918287938,0,1,2,1,10,0,0,0,0,0,30,30,30,23
2024-10-03,1,0.19684100000000002,0,1,0.1953125,0,1,3,1,10,0,0,0,0,0,30,30,30,22
2024-10-04,1,0.196648,0,1,0.19685039370078738,0,1,4,1,10,0,0,0,0,0,30,30,30,21
2024-10-05,0,0.196475,0,1,0.1972386587771203,0,1,5,1,10,0,1,1,0,0,30,30,30,20
2024-10-06,0,0.196475,1,0,0.1972386587771203,0,1,6,1,10,0,1,1,0,0,30,29,30,19
2024-10-07,1,0.196475,2,0,0.1972386587771203,0,1,0,1,10,0,0,0,0,0,30,28,30,18
2024-10-08,1,0.19937100000000002,0,1,0.19801980198019803,0,1,1,2,10,0,0,0,0,0,30,27,30,17
2024-10-09,1,0.19841799999999998,0,1,0.19762845849802374,0,1,2,2,10,0,0,0,0,0,30,26,30,16
2024-10-10,1,0.19930199999999998,0,1,0.19801980198019803,0,1,3,2,10,0,0,0,0,0,30,25,30,15
2024-10-11,1,0.198829,0,1,0.1984126984126984,0,1,4,2,10,0,0,0,0,0,30,24,30,14
2024-10-12,0,0.19572299999999998,0,1,0.19646365422396858,0,1,5,2,10,0,1,1,0,0,30,23,30,13
2024-10-13,0,0.19572299999999998,1,0,0.19646365422396858,0,1,6,2,10,0,1,1,0,0,30,22,30,12
2024-10-14,1,0.19572299999999998,2,0,0.19646365422396858,0,1,0,2,10,0,0,0,0,0,30,21,30,11
2024-10-15,1,0.197185,0,1,0.19880715705765406,0,1,1,3,10,0,0,0,0,0,30,20,30,10
2024-10-16,1,0.20039300000000002,0,1,0.1984126984126984,0,1,2,3,10,0,0,0,0,0,30,19,30,9
2024-10-17,1,0.199534,0,1,0.1984126984126984,0,1,3,3,10,0,0,0,0,0,30,18,30,8
2024-10-18,1,0.198697,0,1,0.19920318725099603,0,1,4,3,10,0,0,0,0,0,30,17,30,7
2024-10-19,0,0.197884,0,1,0.1984126984126984,0,1,5,3,10,0,1,1,0,0,30,16,30,6
2024-10-20,0,0.197884,1,0,0.1984126984126984,0,1,6,3,10,0,1,1,0,0,30,15,30,5
2024-10-21,1,0.197884,2,0,0.1984126984126984,0,1,0,3,10,0,0,0,0,0,30,14,30,4
2024-10-22,1,0.19811199999999998,0,1,0.2,0,1,1,4,10,0,0,0,0,0,30,13,30,3
2024-10-23,1,0.20053100000000001,0,1,0.19880715705765406,0,1,2,4,10,0,0,0,0,0,30,12,30,2
2024-10-24,1,0.19958700000000001,0,1,0.19801980198019803,0,1,3,4,10,0,0,0,0,0,30,11,30,1
2024-10-25,1,0.198788,0,1,0.19920318725099603,0,1,4,4,10,0,0,0,0,1,30,10,0,0
2024-10-26,0,0.199266,0,1,0.19920318725099603,0,1,5,4,10,0,1,1,0,0,30,9,1,30
2024-10-27,0,0.199266,1,0,0.19920318725099603,0,1,6,4,10,0,1,1,0,0,30,8,2,30
2024-10-28,1,0.199266,2,0,0.19920318725099603,0,1,0,4,10,0,0,0,0,0,30,7,3,30
2024-10-29,1,0.200429,0,1,0.19920318725099603,0,1,1,5,10,1,0,0,0,0,30,6,4,30
2024-10-30,1,0.199516,0,1,0.1972386587771203,0,1,2,5,10,1,0,0,0,0,30,5,5,30
2024-10-31,1,0.19738299999999998,0,1,0.1984126984126984,0,1,3,5,10,1,0,0,0,0,30,4,6,30
2024-11-01,1,0.19863399999999998,0,1,0.19880715705765406,0,1,4,1,11,0,0,0,0,0,30,3,7,30
2024-11-02,1,0.19956600000000002,0,1,0.1996007984031936,0,1,5,1,11,0,1,1,0,0,30,2,8,30
2024-11-03,0,0.199852,0,1,0.1996007984031936,0,1,6,1,11,0,1,1,0,0,30,1,9,30
2024-11-04,0,0.199852,1,0,0.1996007984031936,0,1,0,1,11,0,0,0,1,0,0,0,10,30
2024-11-05,1,0.199852,2,0,0.2004008016032064,0,1,1,1,11,0,0,0,0,0,1,30,11,30
2024-11-06,1,0.200376,0,1,0.2,0,1,2,1,11,0,0,0,0,0,2,30,12,30
2024-11-07,1,0.200903,0,1,0.1996007984031936,0,1,3,1,11,0,0,0,0,0,3,30,13,30
2024-11-08,1,0.199278,0,1,0.19880715705765406,0,1,4,2,11,0,0,0,0,0,4,30,14,30
2024-11-09,0,0.19876000000000002,0,1,0.19801980198019803,0,1,5,2,11,0,1,1,0,0,5,30,15,30
2024-11-10,0,0.19876000000000002,1,0,0.19801980198019803,0,1,6,2,11,0,1,1,0,0,6,30,16,30
2024-11-11,1,0.19876000000000002,2,0,0.19801980198019803,0,1,0,2,11,0,0,0,0,0,7,30,17,30
2024-11-12,1,0.19921299999999997,0,1,0.19880715705765406,0,1,1,2,11,0,0,0,0,0,8,30,18,30
2024-11-13,1,0.198835,0,1,0.19801980198019803,0,1,2,2,11,0,0,0,0,0,9,30,19,30
2024-11-14,1,0.198739,0,1,0.2,0,1,3,2,11,0,0,0,0,0,10,30,20,30
2024-11-15,1,0.201187,0,1,0.2012072434607646,0,1,4,3,11,0,0,0,0,0,11,30,21,30
2024-11-16,0,0.202485,0,1,0.2008032128514056,0,1,5,3,11,0,1,1,0,0,12,30,22,30
2024-11-17,0,0.202485,1,0,0.2008032128514056,0,1,6,3,11,0,1,1,0,0,13,30,23,29
2024-11-18,1,0.202485,2,0,0.2008032128514056,0,1,0,3,11,0,0,0,0,0,14,30,24,28
2024-11-19,1,0.201518,0,1,0.2,0,1,1,3,11,0,0,0,0,0,15,30,25,27
2024-11-20,1,0.20091699999999998,0,1,0.2012072434607646,0,1,2,3,11,0,0,0,0,0,16,30,26,26
2024-11-21,1,0.201543,0,1,0.20242914979757085,0,1,3,3,11,0,0,0,0,0,17,30,27,25
2024-11-22,1,0.203311,0,1,0.20366598778004072,0,1,4,4,11,0,0,0,0,0,18,30,28,24
2024-11-23,0,0.20727900000000002,0,1,0.2061855670103093,0,1,5,4,11,0,1,1,0,0,19,30,29,23
2024-11-24,0,0.20727900000000002,1,0,0.2061855670103093,0,1,6,4,11,0,1,1,0,0,20,30,30,22
2024-11-25,1,0.20727900000000002,2,0,0.2061855670103093,0,1,0,4,11,0,0,0,0,0,21,30,30,21
2024-11-26,1,0.208273,0,1,0.2079002079002079,0,1,1,4,11,0,0,0,0,0,22,30,30,20
2024-11-27,1,0.210749,0,1,0.21052631578947367,0,1,2,4,11,0,0,0,0,0,23,30,30,19
2024-11-28,1,0.21664899999999998,0,1,0.21645021645021645,0,1,3,4,11,1,0,0,0,0,24,30,30,18
2024-11-29,1,0.219371,0,1,0.21321961620469082,0,1,4,5,11,1,0,0,0,0,25,30,30,17
2024-11-30,0,0.21002099999999999,0,1,0.2114164904862579,0,1,5,5,11,1,1,1,0,0,26,30,30,16
2024-12-01,0,0.21002099999999999,1,0,0.2114164904862579,0,1,6,1,12,0,1,1,0,0,27,30,30,15
2024-12-02,1,0.21002099999999999,2,0,0.2114164904862579,0,1,0,1,12,0,0,0,0,0,28,30,30,14
2024-12-03,1,0.209647,0,1,0.20283975659229211,0,1,1,1,12,0,0,0,0,0,29,29,30,13
2024-12-04,1,0.202424,0,1,0.20283975659229211,0,1,2,1,12,0,0,0,0,0,30,28,30,12
2024-12-05,1,0.199239,0,1,0.1996007984031936,0,1,3,1,12,0,0,0,0,0,30,27,30,11
2024-12-06,1,0.197455,0,1,0.19455252918287938,0,1,4,1,12,0,0,0,0,0,30,26,30,10
2024-12-07,0,0.189501,0,1,0.19342359767891684,0,1,5,1,12,0,1,1,0,0,30,25,30,9
2024-12-08,0,0.189501,1,0,0.19342359767891684,0,1,6,2,12,0,1,1,0,0,30,24,30,8
2024-12-09,1,0.189501,2,0,0.19342359767891684,0,1,0,2,12,0,0,0,0,0,30,23,30,7
2024-12-10,1,0.193094,0,1,0.1941747572815534,0,1,1,2,12,0,0,0,0,0,30,22,30,6
2024-12-11,1,0.196111,0,1,0.19762845849802374,0,1,2,2,12,0,0,0,0,0,30,21,30,5
2024-12-12,1,0.20326899999999998,0,1,0.2008032128514056,0,1,3,2,12,0,0,0,0,0,30,20,30,4
2024-12-13,1,0.20109100000000002,0,1,0.19801980198019803,0,1,4,2,12,0,0,0,0,0,30,19,30,3
2024-12-14,0,0.19779800000000003,0,1,0.19762845849802374,0,1,5,2,12,0,1,1,0,0,30,18,30,2
2024-12-15,0,0.19779800000000003,1,0,0.19762845849802374,0,1,6,3,12,0,1,1,0,0,30,17,30,1
2024-12-16,1,0.19779800000000003,2,0,0.19762845849802374,0,1,0,3,12,0,0,0,0,1,30,16,0,0
2024-12-17,1,0.196965,0,1,0.19762845849802374,0,1,1,3,12,0,0,0,0,0,30,15,1,15
2024-12-18,1,0.197129,0,1,0.19646365422396858,0,1,2,3,12,0,0,0,0,0,30,14,2,14
2024-12-19,1,0.19589099999999998,0,1,0.1972386587771203,0,1,3,3,12,0,0,0,0,0,30,13,3,13
2024-12-20,1,0.19788499999999998,0,1,0.19646365422396858,0,1,4,3,12,0,0,0,0,0,30,12,4,12
2024-12-21,0,0.195305,0,1,0.19569471624266144,0,1,5,3,12,0,1,1,0,0,30,11,5,11
2024-12-22,0,0.195305,1,0,0.19569471624266144,0,1,6,4,12,0,1,1,0,0,30,10,6,10
2024-12-23,1,0.195305,2,0,0.19569471624266144,0,1,0,4,12,0,0,0,0,0,30,9,7,9
2024-12-24,1,0.193972,0,1,0.1923076923076923,0,1,1,4,12,0,0,0,0,0,30,8,8,8
2024-12-25,1,0.190699,0,1,0.19342359767891684,0,1,2,4,12,0,0,0,0,0,30,7,9,7
2024-12-26,1,0.193089,0,1,0.19305019305019305,0,1,3,4,12,0,0,0,0,0,30,6,10,6
2024-12-27,1,0.192705,0,1,0.19305019305019305,0,1,4,4,12,0,0,0,0,0,30,5,11,5
2024-12-28,1,0.195105,0,1,0.19801980198019803,0,1,5,4,12,0,1,1,0,0,30,4,12,4
2024-12-29,0,0.19486,0,1,0.19801980198019803,0,1,6,5,12,1,1,1,0,0,30,3,13,3
2024-12-30,1,0.19486,1,0,0.19801980198019803,0,1,0,5,12,1,0,0,0,0,30,2,14,2
2024-12-31,0,0.19486,2,0,0.2004008016032064,0,1,1,5,12,1,0,0,0,0,30,1,15,1
2025-01-01,0,0.19486,3,0,0.20491803278688525,0,1,2,1,1,0,0,0,1,1,0,0,0,0
2025-01-02,0,0.19486,4,0,0.20491803278688525,0,1,3,1,1,0,0,0,1,1,0,0,0,0
2025-01-03,1,0.19486,5,0,0.20491803278688525,0,1,4,1,1,0,0,0,1,0,0,0,1,4
2025-01-04,0,0.19486,6,0,0.20491803278688525,0,1,5,1,1,0,1,1,1,0,0,0,2,3
2025-01-05,0,0.19486,7,0,0.20491803278688525,0,1,6,1,1,0,1,1,1,0,0,0,3,2
2025-01-06,1,0.19486,8,0,0.21008403361344538,0,1,0,1,1,0,0,0,1,0,0,0,4,1
2025-01-07,0,0.19486,9,0,0.20202020202020202,0,1,1,1,1,0,0,0,1,1,0,0,0,0
2025-01-08,1,0.19486,10,0,0.20202020202020202,0,1,2,2,1,0,0,0,1,0,0,0,1,30
2025-01-09,1,0.19486,11,0,0.19801980198019803,0,1,3,2,1,0,0,0,0,0,1,30,2,30
2025-01-10,1,0.194016,0,1,0.1953125,0,1,4,2,1,0,0,0,0,0,2,30,3,30
2025-01-11,0,0.19421600000000003,0,1,0.19379844961240308,0,1,5,2,1,0,1,1,0,0,3,30,4,30
2025-01-12,0,0.19421600000000003,1,0,0.19379844961240308,0,1,6,2,1,0,1,1,0,0,4,30,5,30
2025-01-13,1,0.19421600000000003,2,0,0.19379844961240308,0,1,0,2,1,0,0,0,0,0,5,30,6,30
2025-01-14,1,0.19496200000000002,0,1,0.19342359767891684,0,1,1,2,1,0,0,0,0,0,6,30,7,30
2025-01-15,1,0.195713,0,1,0.19379844961240308,0,1,2,3,1,0,0,0,0,0,7,30,8,30
2025-01-16,1,0.193889,0,1,0.19342359767891684,0,1,3,3,1,0,0,0,0,0,8,30,9,30
2025-01-17,1,0.193272,0,1,0.19379844961240308,0,1,4,3,1,0,0,0,0,0,9,30,10,30
2025-01-18,0,0.19336099999999998,0,1,0.19342359767891684,0,1,5,3,1,0,1,1,0,0,10,30,11,30
2025-01-19,0,0.19336099999999998,1,0,0.19342359767891684,0,1,6,3,1,0,1,1,0,0,11,30,12,30
2025-01-20,1,0.19336099999999998,2,0,0.19342359767891684,0,1,0,3,1,0,0,0,0,0,12,30,13,30
2025-01-21,1,0.19233,0,1,0.19193857965451055,0,1,1,3,1,0,0,0,0,0,13,30,14,30
2025-01-22,1,0.18854700000000002,0,1,0.1890359168241966,0,1,2,4,1,0,0,0,0,0,14,30,15,30
2025-01-23,1,0.18628499999999998,0,1,0.1890359168241966,0,1,3,4,1,0,0,0,0,0,15,30,16,30
2025-01-24,1,0.19024000000000002,0,1,0.1893939393939394,0,1,4,4,1,0,0,0,0,0,16,30,17,30
2025-01-25,0,0.188093,0,1,0.1893939393939394,0,1,5,4,1,0,1,1,0,0,17,29,18,30
2025-01-26,0,0.188093,1,0,0.1893939393939394,0,1,6,4,1,0,1,1,0,0,18,28,19,30
2025-01-27,1,0.188093,2,0,0.1893939393939394,0,1,0,4,1,0,0,0,0,0,19,27,20,30
2025-01-28,1,0.18757100000000002,0,1,0.18761726078799248,0,1,1,4,1,0,0,0,0,0,20,26,21,30
2025-01-29,1,0.189573,0,1,0.1890359168241966,0,1,2,5,1,1,0,0,0,0,21,25,22,30
2025-01-30,1,0.18989899999999998,0,1,0.19011406844106465,0,1,3,5,1,1,0,0,0,0,22,24,23,30
2025-01-31,1,0.18962199999999999,0,1,0.18832391713747648,0,1,4,5,1,1,0,0,0,0,23,23,24,30
2025-02-01,0,0.188358,0,1,0.18975332068311196,0,1,5,1,2,0,1,1,0,0,24,22,25,30
2025-02-02,0,0.188358,1,0,0.18975332068311196,0,1,6,1,2,0,1,1,0,0,25,21,26,30
2025-02-03,1,0.188358,2,0,0.18975332068311196,0,1,0,1,2,0,0,0,0,0,26,20,27,30
2025-02-04,1,0.192889,0,1,0.19047619047619047,0,1,1,1,2,0,0,0,0,0,27,19,28,30
2025-02-05,1,0.188906,0,1,0.19083969465648853,0,1,2,1,2,0,0,0,0,0,28,18,29,30
2025-02-06,1,0.188471,0,1,0.19047619047619047,0,1,3,1,2,0,0,0,0,0,29,17,30,30
2025-02-07,1,0.187822,0,1,0.18867924528301888,0,1,4,1,2,0,0,0,0,0,30,16,30,29
2025-02-08,0,0.188772,0,1,0.1893939393939394,0,1,5,2,2,0,1,1,0,0,30,15,30,28
2025-02-09,0,0.188772,1,0,0.1893939393939394,0,1,6,2,2,0,1,1,0,0,30,14,30,27
2025-02-10,1,0.188772,2,0,0.1893939393939394,0,1,0,2,2,0,0,0,0,0,30,13,30,26
2025-02-11,1,0.189331,0,1,0.18975332068311196,0,1,1,2,2,0,0,0,0,0,30,12,30,25
2025-02-12,1,0.187668,0,1,0.1893939393939394,0,1,2,2,2,0,0,0,0,0,30,11,30,24
2025-02-13,1,0.185709,0,1,0.18761726078799248,0,1,3,2,2,0,0,0,0,0,30,10,30,23
2025-02-14,1,0.181587,0,1,0.1838235294117647,0,1,4,2,2,0,0,0,0,0,30,9,30,22
2025-02-15,0,0.181389,0,1,0.1838235294117647,0,1,5,3,2,0,1,1,0,0,30,8,30,21
2025-02-16,0,0.181389,1,0,0.1838235294117647,0,1,6,3,2,0,1,1,0,0,30,7,30,20
2025-02-17,1,0.181389,2,0,0.1838235294117647,0,1,0,3,2,0,0,0,0,0,30,6,30,19
2025-02-18,1,0.18461200000000003,0,1,0.18315018315018314,0,1,1,3,2,0,0,0,0,0,30,5,30,18
2025-02-19,1,0.183137,0,1,0.18281535648994515,0,1,2,3,2,0,0,0,0,0,30,4,30,17
2025-02-20,1,0.18162,0,1,0.17921146953405018,0,1,3,3,2,0,0,0,0,0,30,3,30,16
2025-02-21,1,0.175752,0,1,0.17761989342806395,0,1,4,3,2,0,0,0,0,0,30,2,30,15
2025-02-22,0,0.17642,0,1,0.17605633802816903,0,1,5,4,2,0,1,1,0,0,30,1,30,14
2025-02-23,0,0.17642,1,0,0.17605633802816903,0,1,6,4,2,0,1,1,1,0,0,0,30,13
2025-02-24,1,0.17642,2,0,0.17605633802816903,0,1,0,4,2,0,0,0,1,0,0,0,30,12
2025-02-25,1,0.175546,0,1,0.17513134851138354,0,1,1,4,2,0,0,0,0,0,1,11,30,11
2025-02-26,1,0.172268,0,1,0.17271157167530224,0,1,2,4,2,1,0,0,0,0,2,10,30,10
2025-02-27,1,0.172307,0,1,0.1706484641638225,0,1,3,4,2,1,0,0,0,0,3,9,30,9
2025-02-28,1,0.174946,0,1,0.1733102253032929,0,1,4,4,2,1,0,0,0,0,4,8,30,8
2025-03-01,0,0.175989,0,1,0.1773049645390071,0,1,5,1,3,0,1,1,0,0,5,7,30,7
2025-03-02,0,0.175989,1,0,0.1773049645390071,0,1,6,1,3,0,1,1,0,0,6,6,30,6
2025-03-03,1,0.175989,2,0,0.1773049645390071,0,1,0,1,3,0,0,0,0,0,7,5,30,5
2025-03-04,1,0.178778,0,1,0.17921146953405018,0,1,1,1,3,0,0,0,0,0,8,4,30,4
2025-03-05,1,0.178808,0,1,0.17857142857142858,0,1,2,1,3,0,0,0,0,0,9,3,30,3
2025-03-06,1,0.179669,0,1,0.1801801801801802,0,1,3,1,3,0,0,0,0,0,10,2,30,2
2025-03-07,1,0.18033100000000002,0,1,0.18050541516245489,0,1,4,1,3,0,0,0,0,0,11,1,30,1
2025-03-08,0,0.179728,0,1,0.17921146953405018,0,1,5,2,3,0,1,1,1,1,0,0,0,0
2025-03-09,0,0.179728,1,0,0.17921146953405018,0,1,6,2,3,0,1,1,0,0,1,1,1,1
2025-03-10,1,0.179728,2,0,0.17921146953405018,0,1,0,2,3,0,0,0,1,1,0,0,0,0
2025-03-11,1,0.178618,0,1,0.17921146953405018,0,1,1,2,3,0,0,0,0,0,1,30,1,10
2025-03-12,1,0.174939,0,1,0.17605633802816903,0,1,2,2,3,0,0,0,0,0,2,30,2,9
2025-03-13,1,0.177308,0,1,0.1773049645390071,0,1,3,2,3,0,0,0,0,0,3,30,3,8
2025-03-14,1,0.17708100000000002,0,1,0.1733102253032929,0,1,4,2,3,0,0,0,0,0,4,30,4,7
2025-03-15,0,0.17277,0,1,0.16977928692699493,0,1,5,3,3,0,1,1,0,0,5,30,5,6
2025-03-16,0,0.17277,1,0,0.16977928692699493,0,1,6,3,3,0,1,1,0,0,6,30,6,5
2025-03-17,1,0.17277,2,0,0.16977928692699493,0,1,0,3,3,0,0,0,0,0,7,30,7,4
2025-03-18,1,0.16689299999999999,0,1,0.16778523489932887,0,1,1,3,3,0,0,0,0,0,8,30,8,3
2025-03-19,1,0.16331700000000002,0,1,0.1652892561983471,0,1,2,3,3,0,0,0,0,0,9,30,9,2
2025-03-20,1,0.166896,0,1,0.16666666666666666,0,1,3,3,3,0,0,0,0,0,10,30,10,1
2025-03-21,1,0.16868300000000003,0,1,0.1680672268907563,0,1,4,3,3,0,0,0,0,1,11,30,0,0
2025-03-22,0,0.168327,0,1,0.1680672268907563,0,1,5,4,3,0,1,1,0,1,12,30,0,0
2025-03-23,0,0.168327,1,0,0.1680672268907563,0,1,6,4,3,0,1,1,0,1,13,30,0,0
2025-03-24,1,0.168327,2,0,0.1680672268907563,0,1,0,4,3,0,0,0,0,1,14,30,0,0
2025-03-25,1,0.16680299999999998,0,1,0.1680672268907563,0,1,1,4,3,0,0,0,0,0,15,30,1,30
2025-03-26,1,0.167438,0,1,0.1680672268907563,0,1,2,4,3,0,0,0,0,0,16,30,2,30
2025-03-27,1,0.167465,0,1,0.16778523489932887,0,1,3,4,3,0,0,0,0,0,17,30,3,30
2025-03-28,1,0.167065,0,1,0.16778523489932887,0,1,4,4,3,0,0,0,0,0,18,30,4,30
2025-03-29,0,0.16795000000000002,0,1,0.16666666666666666,0,1,5,5,3,1,1,1,0,0,19,30,5,30
2025-03-30,0,0.16795000000000002,1,0,0.16666666666666666,0,1,6,5,3,1,1,1,0,0,20,30,6,30
2025-03-31,1,0.16795000000000002,2,0,0.16666666666666666,0,1,0,5,3,1,0,0,0,0,21,30,7,30
2025-04-01,1,0.169831,0,1,0.1680672268907563,0,1,1,1,4,0,0,0,0,0,22,30,8,30
2025-04-02,1,0.168247,0,1,0.16863406408094436,0,1,2,1,4,0,0,0,0,0,23,29,9,29
2025-04-03,1,0.168046,0,1,0.16722408026755853,0,1,3,1,4,0,0,0,0,0,24,28,10,28
2025-04-04,1,0.167743,0,1,0.16722408026755853,0,1,4,1,4,0,0,0,0,0,25,27,11,27
2025-04-05,0,0.168027,0,1,0.16750418760469013,0,1,5,1,4,0,1,1,0,0,26,26,12,26
2025-04-06,0,0.168027,1,0,0.16750418760469013,0,1,6,1,4,0,1,1,0,0,27,25,13,25
2025-04-07,1,0.168027,2,0,0.16750418760469013,0,1,0,1,4,0,0,0,0,0,28,24,14,24
2025-04-08,1,0.17089500000000002,0,1,0.16583747927031509,0,1,1,2,4,0,0,0,0,0,29,23,15,23
2025-04-09,1,0.16489,0,1,0.1652892561983471,0,1,2,2,4,0,0,0,0,0,30,22,16,22
2025-04-10,1,0.166019,0,1,0.16501650165016502,0,1,3,2,4,0,0,0,0,0,30,21,17,21
2025-04-11,1,0.163341,0,1,0.16501650165016502,0,1,4,2,4,0,0,0,0,0,30,20,18,20
2025-04-12,0,0.163058,0,1,0.1631321370309951,0,1,5,2,4,0,1,1,0,0,30,19,19,19
2025-04-13,0,0.163058,1,0,0.1631321370309951,0,1,6,2,4,0,1,1,0,0,30,18,20,18
2025-04-14,1,0.163058,2,0,0.1631321370309951,0,1,0,2,4,0,0,0,0,0,30,17,21,17
2025-04-15,1,0.16073199999999999,0,1,0.15873015873015872,0,1,1,3,4,0,0,0,0,0,30,16,22,16
2025-04-16,1,0.158817,0,1,0.15873015873015872,0,1,2,3,4,0,0,0,0,0,30,15,23,15
2025-04-17,1,0.159775,0,1,0.1582278481012658,0,1,3,3,4,0,0,0,0,0,30,14,24,14
2025-04-18,1,0.157226,0,1,0.15673981191222572,0,1,4,3,4,0,0,0,0,0,30,13,25,13
2025-04-19,0,0.155079,0,1,0.1564945226917058,0,1,5,3,4,0,1,1,0,0,30,12,26,12
