track,scope,config_id,year,corridor,rows,dates,brier,signals,lift,forward_delta_bps
development_2023_2025,all,oxr_basis_24m_delay48h,2023,AMD,242,242,0.22013261993861,49,1.1437164339419976,30.162198559747697
development_2023_2025,all,oxr_basis_24m_delay48h,2023,KGS,242,242,0.206118073988032,44,1.3457446808510636,50.05259825992386
development_2023_2025,all,oxr_basis_24m_delay48h,2023,KZT,242,242,0.20868725852352685,41,1.7243080295971498,72.45154212277222
development_2023_2025,all,oxr_basis_24m_delay48h,2023,TJS,242,242,0.20904798020647375,45,1.2586288416075648,37.668339710705695
development_2023_2025,all,oxr_basis_24m_delay48h,2023,UZS,242,242,0.2147496197492109,49,1.247690655209452,32.57912407100478
development_2023_2025,all,oxr_basis_24m_delay48h,2024,AMD,243,243,0.19698096808122684,59,1.1629112662013958,12.931332074814822
development_2023_2025,all,oxr_basis_24m_delay48h,2024,KGS,243,243,0.19755310127657252,46,1.35,42.180002899692695
development_2023_2025,all,oxr_basis_24m_delay48h,2024,KZT,243,243,0.20007741942900328,51,1.3194570135746604,8.551676242191268
development_2023_2025,all,oxr_basis_24m_delay48h,2024,TJS,243,243,0.19718762340444,46,1.3051150895140664,42.47092675783193
development_2023_2025,all,oxr_basis_24m_delay48h,2024,UZS,243,243,0.1863663175617009,48,1.32890625,47.59133955869324
development_2023_2025,all,oxr_basis_24m_delay48h,2025,AMD,242,242,0.15642141896813538,45,1.7249475890985329,70.36733044922988
development_2023_2025,all,oxr_basis_24m_delay48h,2025,KGS,242,242,0.14979507420311258,39,1.5196232339089482,68.3737753730868
development_2023_2025,all,oxr_basis_24m_delay48h,2025,KZT,242,242,0.15499577706691695,44,2.0625000000000004,59.19211513786301
development_2023_2025,all,oxr_basis_24m_delay48h,2025,TJS,242,242,0.1948141654702478,42,1.5639455782312925,74.32579949237653
development_2023_2025,all,oxr_basis_24m_delay48h,2025,UZS,242,242,0.15016740182867125,44,1.833333333333334,76.72715597675835
development_2023_2025,all,oxr_coverage_120m,2023,AMD,242,242,0.20514398387335805,56,1.1372180451127818,23.94925142324532
development_2023_2025,all,oxr_coverage_120m,2023,KGS,242,242,0.19502944291129537,56,1.1493161094224926,25.216033720287346
development_2023_2025,all,oxr_coverage_120m,2023,KZT,242,242,0.19873591550057837,56,1.2624398073836276,31.756834833816036
development_2023_2025,all,oxr_coverage_120m,2023,TJS,242,242,0.19900610828604562,55,1.2170212765957444,25.465681000648864
development_2023_2025,all,oxr_coverage_120m,2023,UZS,242,242,0.20544392638453943,56,1.2736842105263155,30.221549872723056
development_2023_2025,all,oxr_coverage_120m,2024,AMD,243,243,0.1961977629351885,49,1.2835534213685473,19.866178499345462
development_2023_2025,all,oxr_coverage_120m,2024,KGS,243,243,0.2002311558182177,46,1.35,34.104479684514004
development_2023_2025,all,oxr_coverage_120m,2024,KZT,243,243,0.19101347453008308,47,1.3522094926350239,15.87807934862398
development_2023_2025,all,oxr_coverage_120m,2024,TJS,243,243,0.19440396399048687,48,1.3102941176470588,22.973041776141574
development_2023_2025,all,oxr_coverage_120m,2024,UZS,243,243,0.1759897648432999,46,1.3866847826086954,24.624090359260975
development_2023_2025,all,oxr_coverage_120m,2025,AMD,242,242,0.1606175605660387,40,1.7122641509433962,72.90767042325301
development_2023_2025,all,oxr_coverage_120m,2025,KGS,242,242,0.15405933479487088,40,1.4816326530612245,59.68467292954538
development_2023_2025,all,oxr_coverage_120m,2025,KZT,242,242,0.15669999258410225,44,2.0625000000000004,55.247270939345064
development_2023_2025,all,oxr_coverage_120m,2025,TJS,242,242,0.19357118332675347,38,1.8195488721804511,85.61049147613305
development_2023_2025,all,oxr_coverage_120m,2025,UZS,242,242,0.14893937702861132,42,1.5605158730158732,85.10824732617935
development_2023_2025,all,oxr_full_120m_delay24h,2023,AMD,242,242,0.20795976111719666,54,1.273684210526315,48.47359950416436
development_2023_2025,all,oxr_full_120m_delay24h,2023,KGS,242,242,0.1956363451954364,56,1.1493161094224926,33.16441026604959
development_2023_2025,all,oxr_full_120m_delay24h,2023,KZT,242,242,0.1979098807703823,58,1.4533126695079426,31.961667351583525
