track,scope,config_id,baseline,block,delta_brier,ci_low,ci_high,blocks,improved_years,lift_delta,lift_ci_low,lift_ci_high,forward_delta_bps_delta,forward_delta_bps_ci_low,forward_delta_bps_ci_high
test2026_january_freeze,all,oxr_basis_24m_delay24h,v3_24m,month,1.3876714661782848e-05,-0.0007798109730218899,0.001091165654852986,8,0,0.0026467790812187975,-0.08751064220097193,0.08363985507999425,-2.988434820674435,-5.122867948256286,-0.5280804838392115
test2026_january_freeze,all,oxr_basis_24m_delay24h,v3_24m,20,1.3876714661782848e-05,-0.0009041062549805096,0.001005241284669847,8,0,,,,,,
test2026_january_freeze,all,oxr_basis_24m_delay24h,v3_24m,60,1.3876714661782848e-05,-0.00036286882454723206,0.0004958919763270208,3,0,,,,,,
test2026_january_freeze,all,oxr_basis_24m_delay48h,v3_24m,month,0.0013381723843030587,-0.0006984051670015899,0.004017849879853584,8,0,0.010081474644337618,-0.08435129562220367,0.09705684667410966,-2.7926606856070464,-6.631980493496188,1.3589189597805775
test2026_january_freeze,all,oxr_basis_24m_delay48h,v3_24m,20,0.0013381723843030587,-0.0009033135404071392,0.004237891532282646,8,0,,,,,,
test2026_january_freeze,all,oxr_basis_24m_delay48h,v3_24m,60,0.0013381723843030587,-0.0015352054400623837,0.004756039098131043,3,0,,,,,,
test2026_january_freeze,all,oxr_coverage_120m,v3_120m,month,0.0004514909957502311,-0.00014555028932007247,0.0011253341737244872,8,0,-0.058397025233851485,-0.17326170134300378,0.0,-4.217245167037213,-7.845421542305246,-1.375000239315541
test2026_january_freeze,all,oxr_coverage_120m,v3_120m,20,0.0004514909957502311,-0.00010536002841426165,0.001121751850296959,8,0,,,,,,
test2026_january_freeze,all,oxr_coverage_120m,v3_120m,60,0.0004514909957502311,0.0003041176748893338,0.0006061834238462592,3,0,,,,,,
test2026_january_freeze,all,oxr_full_120m_delay24h,v3_120m,month,0.0018483359307520356,0.0007557016171721085,0.002900048589126012,8,0,-0.07226214414463072,-0.19983749092315745,-0.005749031906211122,-6.807487577661256,-13.089578671372898,-1.268115903354044
test2026_january_freeze,all,oxr_full_120m_delay24h,v3_120m,20,0.0018483359307520356,0.0005253513538396974,0.0033319925051868075,8,0,,,,,,
test2026_january_freeze,all,oxr_full_120m_delay24h,v3_120m,60,0.0018483359307520356,0.0015956235296551667,0.0020302332839096113,3,0,,,,,,
test2026_january_freeze,all,oxr_full_120m_delay48h,v3_120m,month,-0.00022663433891240888,-0.002279288076996629,0.001645142320587166,8,1,-0.006175294463376613,-0.026801247333005263,0.018226235775407718,-4.138929366778672,-10.441496374478124,0.0
test2026_january_freeze,all,oxr_full_120m_delay48h,v3_120m,20,-0.00022663433891240888,-0.0025547635579153184,0.002296831752715014,8,1,,,,,,
test2026_january_freeze,all,oxr_full_120m_delay48h,v3_120m,60,-0.00022663433891240888,-0.003832153729749115,0.0013010521646677634,3,1,,,,,,
test2026_january_freeze,all,oxr_full_120m_since2020,v3_120m,month,0.0020535641068085073,0.00026051445127221295,0.003884074708349423,8,0,-0.05583763372138373,-0.16703095954092956,-0.0015068155175139025,-6.641767603498735,-12.627146152308562,-1.268115903354044
test2026_january_freeze,all,oxr_full_120m_since2020,v3_120m,20,0.0020535641068085073,0.00035717428738238236,0.003824826644013198,8,0,,,,,,
test2026_january_freeze,all,oxr_full_120m_since2020,v3_120m,60,0.0020535641068085073,0.0013024022088984838,0.002812876568364707,3,0,,,,,,
test2026_january_freeze,all,oxr_full_120m_since2022,v3_120m,month,-0.0019435418932180325,-0.0044464816556156125,0.0005850865760083032,8,1,0.09236992499309893,-0.001712649678383027,0.3759882380340307,2.77193574408534,-7.64042180100342,13.902112574832707
test2026_january_freeze,all,oxr_full_120m_since2022,v3_120m,20,-0.0019435418932180325,-0.00459009375869035,0.0005242061713444696,8,1,,,,,,
test2026_january_freeze,all,oxr_full_120m_since2022,v3_120m,60,-0.0019435418932180325,-0.004309437813187895,0.0017524594655543746,3,1,,,,,,
test2026_january_freeze,all,oxr_full_24m_delay24h,v3_24m,month,0.005863909363299682,-0.0005063127709739663,0.01287550073058482,8,0,0.009019070955149644,-0.0785751017919647,0.12463929700113274,-5.650736911719143,-12.6167183319271,0.814849778351487
test2026_january_freeze,all,oxr_full_24m_delay24h,v3_24m,20,0.005863909363299682,0.00023802412915752906,0.011498491785835804,8,0,,,,,,
test2026_january_freeze,all,oxr_full_24m_delay24h,v3_24m,60,0.005863909363299682,0.005290738017443331,0.006464576148564677,3,0,,,,,,
test2026_january_freeze,all,oxr_full_24m_delay48h,v3_24m,month,0.0005624396380917775,-0.003329758247100229,0.0050803347639742985,8,0,0.033323251933312203,-0.08152052729367931,0.1960629661418575,-2.8457922774582016,-7.254778200368465,1.262872150212388
test2026_january_freeze,all,oxr_full_24m_delay48h,v3_24m,20,0.0005624396380917775,-0.0032287430485249766,0.005314131061692983,8,0,,,,,,
test2026_january_freeze,all,oxr_full_24m_delay48h,v3_24m,60,0.0005624396380917775,-0.00496446964198442,0.005933366642466809,3,0,,,,,,
test2026_january_freeze,all,oxr_returns_120m_delay24h,v3_120m,month,0.0019010645668261514,0.0005902177334940627,0.0034410320921307385,8,0,-0.05583763372138373,-0.16703095954092956,-0.0015068155175139025,-6.685276990138519,-12.548797778271144,-1.3678384935712948
test2026_january_freeze,all,oxr_returns_120m_delay24h,v3_120m,20,0.0019010645668261514,0.00029228430471126145,0.003938308159158197,8,0,,,,,,
test2026_january_freeze,all,oxr_returns_120m_delay24h,v3_120m,60,0.0019010645668261514,0.0013233085973279146,0.002568928953657803,3,0,,,,,,
test2026_january_freeze,all,oxr_returns_120m_delay48h,v3_120m,month,-5.3769715498773856e-05,-0.002086094733075356,0.0017962229171403585,8,1,-0.006175294463376613,-0.026801247333005263,0.018226235775407718,-4.043183771038677,-10.392412096919758,0.19149119147998306
test2026_january_freeze,all,oxr_returns_120m_delay48h,v3_120m,20,-5.3769715498773856e-05,-0.002326981708117055,0.0025357504343458325,8,1,,,,,,
test2026_january_freeze,all,oxr_returns_120m_delay48h,v3_120m,60,-5.3769715498773856e-05,-0.0035510979596243496,0.001526957210259117,3,1,,,,,,
