url,final_url,retrieved_utc,status,bytes,sha256,content_type,raw_path,group
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1609459200&to=1640995199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1609459200&to=1640995199,2026-09-05T08:19:04.538355+00:00,200,33981,0417ca99896310cc43cedc9daae87bae2f79c10ac3831be8067f3410f74fec4f,application/json; charset=utf-8,raw/exmo_me_klines_c8df27331d17923692e6.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1640995200&to=1672531199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1640995200&to=1672531199,2026-09-05T08:19:04.538720+00:00,200,33647,8e62a2edece650b5566cf68f35731935e50ee4af3b69435cf2b9ab03a3ea2eca,application/json; charset=utf-8,raw/exmo_me_klines_5d5fba0ee7cbe2aafaa0.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1672531200&to=1704067199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1672531200&to=1704067199,2026-09-05T08:19:04.540910+00:00,200,81,e8e0ed5aeb233c4e1a3ed6eee1fcd41702ee7693bfe4a24a0f91c9928bb2e0dc,application/json; charset=utf-8,raw/exmo_me_klines_4936cb576c5d1eee94fc.failed-1788596491999968000.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1672531200&to=1704067199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1672531200&to=1704067199,2026-09-05T08:21:32.000537+00:00,200,33160,4f815e6376f512bba85ac934b12d4c9cee52963a2e7b662364e5a6c54d48b2e1,application/json; charset=utf-8,raw/exmo_me_klines_4936cb576c5d1eee94fc.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1704067200&to=1735689599,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1704067200&to=1735689599,2026-09-05T08:19:04.541208+00:00,200,81,e8e0ed5aeb233c4e1a3ed6eee1fcd41702ee7693bfe4a24a0f91c9928bb2e0dc,application/json; charset=utf-8,raw/exmo_me_klines_1e2ec0c4c9835da13bac.failed-1788596497658384000.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1704067200&to=1735689599,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1704067200&to=1735689599,2026-09-05T08:21:37.660281+00:00,200,33479,03a8ba81f52bffd0faa9699b5d05694c2bbbbf8e1f659f033df66bec405a5aca,application/json; charset=utf-8,raw/exmo_me_klines_1e2ec0c4c9835da13bac.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1735689600&to=1767225599,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1735689600&to=1767225599,2026-09-05T08:21:42.088827+00:00,200,33502,ca03c69932dc1dba24b0084d6f024dcbcf730e74e16ebe47ec658de3d45bb6d5,application/json; charset=utf-8,raw/exmo_me_klines_03d5ca94bed9db67d563.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1735689600&to=1767225599,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1735689600&to=1767225599,2026-09-05T08:19:04.773000+00:00,200,81,e8e0ed5aeb233c4e1a3ed6eee1fcd41702ee7693bfe4a24a0f91c9928bb2e0dc,application/json; charset=utf-8,raw/exmo_me_klines_03d5ca94bed9db67d563.failed-1788596502087926000.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1767225600&to=1788307199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1767225600&to=1788307199,2026-09-05T08:19:04.776332+00:00,200,81,e8e0ed5aeb233c4e1a3ed6eee1fcd41702ee7693bfe4a24a0f91c9928bb2e0dc,application/json; charset=utf-8,raw/exmo_me_klines_0c5091c540978497a2c0.failed-1788596506707876000.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1767225600&to=1788307199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1767225600&to=1788307199,2026-09-05T08:21:46.708220+00:00,200,17319,5e1580fad7935bc3e6d09ffaa1f497e5eea73aab90808fde7cd1241880807448,application/json; charset=utf-8,raw/exmo_me_klines_0c5091c540978497a2c0.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1483228800&to=1514764799,https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1483228800&to=1514764799,2026-09-05T08:19:04.817110+00:00,200,10171,f21284f102962c5218e55a37f3619d7ba2da26053442482b319627f2c499e573,application/json; charset=utf-8,raw/exmo_me_klines_e2b59e9639f424c02a0a.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1514764800&to=1546300799,https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1514764800&to=1546300799,2026-09-05T08:19:04.823558+00:00,200,32970,1d1484e9f5f7f69ec5b3af72c3ccbb92b8929e9e3b4f5a2db0f5925f46e5df04,application/json; charset=utf-8,raw/exmo_me_klines_73dd2e1af3f9e14b2a7e.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1546300800&to=1577836799,https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1546300800&to=1577836799,2026-09-05T08:19:04.972278+00:00,200,33978,658e1fce6c63d946ed157ff51a115486ccb0b84fc428302f913ba21fe46c6bf7,application/json; charset=utf-8,raw/exmo_me_klines_8935c3d236ef1717dfe4.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1577836800&to=1609459199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1577836800&to=1609459199,2026-09-05T08:19:04.991242+00:00,200,32256,569dfd7dd74049c216e0820120c4a32aeb5dce3327ff22c9eb640ab9118edc78,application/json; charset=utf-8,raw/exmo_me_klines_89c726c821ac96ab6e5a.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1609459200&to=1640995199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_USDT&resolution=D&from=1609459200&to=1640995199,2026-09-05T08:19:05.048309+00:00,200,31438,4f20b14b774420a820ba9ff6f67f44bc1b3d397d6cec0304b4fa93b2fc2a86c3,application/json; charset=utf-8,raw/exmo_me_klines_80010dccca1ef8650679.bin,exmo_me_klines
